Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
June,16,_______,20474.14,1587.178333333333,7,7,32,7,"Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, Student Loan, Personal Loan, and Personal Loan",37,24.0,9.58,6.0,_,2181.21,29.62356858572041,234.0,Yes,98.66210313029131,151.6902828026829,Low_spent_Small_value_payments,198.36544740035907
January,16,Developer,36776.48,2836.706666666667,6,5,20,6,"Payday Loan, Debt Consolidation Loan, Student Loan, Personal Loan, Payday Loan, and Credit-Builder Loan",62,19.0,6.43,6.0,Bad,2418.37,27.461604173902558,172.0,Yes,105.91828209412095,195.776293807661,Low_spent_Large_value_payments,251.9760907648848
July,42,Teacher,44998.71,,10,5,31,-100,"Student Loan, Home Equity Loan, and Auto Loan",57,10.0,16.65,8.0,Standard,2559.56,28.059806573414917,231.0,Yes,57919.0,485.8903116696842,Low_spent_Small_value_payments,138.9594879177654
May,37,Media_Manager,18244.44,1555.37,7,4,15,7,"Mortgage Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Not Specified",8,15.0,18.2,7.0,Standard,1580.95,31.430356718291907,194.0,Yes,66.98943274744119,208.3360170188248,Low_spent_Small_value_payments,170.21155023373404
June,23,Media_Manager,15786.96,1376.58,6,7,2441,9,"Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Home Equity Loan, Home Equity Loan, Personal Loan, Personal Loan, and Payday Loan",50,16.0,20.24,11.0,_,3008.98,32.349100108994136,88.0,Yes,101.97090227088783,165.37099295159882,Low_spent_Small_value_payments,160.31610477751332
April,23,Teacher,136726.68,11299.89,0,7,2,2,"Debt Consolidation Loan, and Not Specified",11,10.0,2.35,6.0,Good,1299.02,29.98149633094183,,No,174.29237495134126,1493.6375873270106,Low_spent_Small_value_payments,
March,30,Journalist,9335.19,844.9325,7,10,26,6,"Mortgage Loan, Payday Loan, Student Loan, Payday Loan, Credit-Builder Loan, and Student Loan",17,17.0,18.18,7.0,Standard,1860.2,28.890012788226024,161.0,Yes,41.49926737000092,0.0,High_spent_Large_value_payments,276.7794143700493
May,46,_______,139383.6,11618.3,4,6,10,2,"Debt Consolidation Loan, and Personal Loan",28,14.0,8.14,5.0,Standard,1132.1,37.059512259824736,343.0,No,163.12945662790682,287.03499209383324,High_spent_Large_value_payments,951.66555127826
February,29,Engineer,12400513.0,1307.5233333333333,8,5,32,7,"Not Specified, Debt Consolidation Loan, Auto Loan, Not Specified, Student Loan, Mortgage Loan, and Not Specified",46,21.0,16.49,8.0,_,3649.96,38.99514574132459,,Yes,95.2176446724168,143.0438661845755,Low_spent_Small_value_payments,182.490822476341
May,55,Journalist,68041.56,5885.13,3,5,1,3,"Mortgage Loan, Home Equity Loan, and Student Loan",9,6.0,11.55,4.0,Good,844.81,32.54644979118935,332.0,No,93.66877611677305,320.3580108195671,Low_spent_Small_value_payments,464.4862130636599
April,39,Entrepreneur,36115.92,2716.66,0,7,9,3,"Student Loan, Not Specified, and Personal Loan",11,1.0,6.02,0.0,Good,886.95,29.22705601158936,,No,78.05225497436741,89.41903790827044,High_spent_Medium_value_payments,354.19470711736216
May,19,Manager,161689.72,13532.143333333332,0,7,6,0,,16,3.0,1.59,4.0,Good,1050.75,26.31112978757684,342.0,NM,0.0,1278.7067679041031,!@9#%8,364.50756542923017
June,46,Scientist,72904.16,6341.346666666667,4,7,13,2,"Auto Loan, and Debt Consolidation Loan",27,15.0,10.91,7.0,_,748.11,33.126864642810915,226.0,NM,67.76034959900011,626.9648717510213,Low_spent_Small_value_payments,229.40944531664547
April,54,Musician,36135.19,2898.265833333333,3,4,11,-100,"Auto Loan, Student Loan, Credit-Builder Loan, and Credit-Builder Loan",16,16.0,1.5,1.0,Good,695.59,33.28258767311181,,No,8065.0,57.62522523960392,High_spent_Large_value_payments,384.22432693270434
March,19,Media_Manager,14527.455,964.62125,3,3,2571,4,"Debt Consolidation Loan, Student Loan, Auto Loan, and Home Equity Loan",14,4.0,6.31,1.0,Good,321.05,26.575972247779607,233.0,No,41.69544479322632,32.01076298663008,Low_spent_Large_value_payments,292.7559172201436
May,27,Media_Manager,70218.36,5937.53,8,3,6,7,"Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Not Specified, Payday Loan, Not Specified, and Payday Loan",28,12.0,9.12,5.0,_,1476.9,35.688940892020334,85.0,NM,305.432196761992,217.28198953275785,High_spent_Medium_value_payments,321.0388137052502
August,23,Teacher,114826.56,,4,1,4,3,"Student Loan, Personal Loan, and Payday Loan",9,3.0,11.01,5.0,Good,202.11,37.78438976360704,,No,226.86320307976115,71.1100532319072,High_spent_Large_value_payments,870.1147436883316
August,51,Journalist,170374.76,14176.896666666667,5,2,5,3,"Student Loan, Mortgage Loan, and Home Equity Loan",13,8.0,2.98,1.0,_,179.42,33.39979718264062,218.0,No,281.63145042133925,252.17019933069008,High_spent_Medium_value_payments,1133.8880169146375
May,16,Developer,33515.8,2628.9833333333336,8,9,30,6,"Not Specified, Credit-Builder Loan, Home Equity Loan, Not Specified, Student Loan, and Payday Loan",57,17.0,6.6,,_,1883.15,34.45394310632334,96.0,Yes,91.66449551381868,233.7761556628392,Low_spent_Small_value_payments,227.4576821566755
June,33,Manager,39656.72,3369.726666666667,7,9,28,7,"Mortgage Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, Not Specified, and Payday Loan",41,20.0,26.05,6.0,Bad,3535.37,37.72624652598654,164.0,Yes,125.84766885277742,,High_spent_Large_value_payments,388.0250278410272
February,55,Musician,143829.56,11755.796666666669,3,3,12,0,,17,11.0,3.32,1.0,Standard,269.26,30.44466708922185,312.0,No,0.0,768.7596150851856,Low_spent_Large_value_payments,676.8200515814813
April,35,Entrepreneur,33045.79,,4,3,10,0,,1,10.0,,4.0,Good,1243.88,35.20661378864652,311.0,No,0.0,105.11401564688204,High_spent_Small_value_payments,416.06756768645135
July,35,Entrepreneur,20516.18,,5,7,17,4,"Payday Loan, Credit-Builder Loan, Payday Loan, and Debt Consolidation Loan",8,14.0,8.76,1.0,Standard,232.52,25.62644545492863,223.0,No,56.37071107419772,40.98066687617733,High_spent_Large_value_payments,319.3167887162916
April,42,Journalist,119643.12,10127.26,3,2,8,2,"Auto Loan, and Payday Loan",13,5.0,2.89,2.0,Good,186.99,37.12979872102968,292.0,No,103.24677493025814,589.6530296974818,High_spent_Small_value_payments,579.8261953722601
January,45,Lawyer,60572.7,4844.725,3,3,20,2,"Credit-Builder Loan, and Personal Loan",29,20.0,19.47,8.0,Standard,1582.55,27.779191117811667,121.0,Yes,88.71604214406159,10000.0,High_spent_Medium_value_payments,476.76096126826735
January,17,Accountant,49250.73,,9,7,21,6,"Student Loan, Credit-Builder Loan, Auto Loan, Payday Loan, Auto Loan, and Debt Consolidation Loan",64,19.0,5.4,12.0,Bad,2231.92,33.040583190365375,136.0,NM,206.5019194017257,148.79587918547938,High_spent_Medium_value_payments,307.824951412795
July,31,Musician,66999.96,5862.330000000001,10,9,27,7,"Student Loan, Debt Consolidation Loan, Home Equity Loan, Not Specified, Mortgage Loan, Student Loan, and Mortgage Loan",21,22.0,4.72,11.0,Bad,1619.22,29.13253471197216,145.0,Yes,357.40606752749034,444.8707571168747,Low_spent_Small_value_payments,73.95617535563508
August,46,Accountant,18771.66,1844.305,9,5,31,8,"Student Loan, Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, and Mortgage Loan",59,,9.1,13.0,Bad,4702.91,25.450036859696606,28.0,Yes,73.8197363896414,80.74521431259616,Low_spent_Small_value_payments,319.86554929776247
May,21,Doctor,118386.4,10126.533333333333,4,6,1,0,,4,5.0,10.71,4.0,_,0.77,31.47072460609983,312.0,No,0.0,322.39102675709665,Low_spent_Medium_value_payments,970.2623065762368
March,21,Mechanic,83619.16,7268.263333333332,10,6,26,9,"Credit-Builder Loan, Mortgage Loan, Payday Loan, Auto Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, and Credit-Builder Loan",58,26.0,,11.0,Bad,2947.15,33.79935755811638,125.0,Yes,584.394445582158,313.60132321496485,!@9#%8,88.83056453621056
April,33,_______,122942.28,10205.19,2,3,3,1,Mortgage Loan,7,5.0,4.88,2.0,_,924.1,32.23956646529689,341.0,NM,101.56797654898996,10000.0,High_spent_Medium_value_payments,782.0452762751413
July,51,Writer,29044.29,,5,6,12,0,,1,4.0,8.690000000000001,1119.0,Good,1078.8,35.9960501346214,251.0,No,0.0,110.08140733940355,Low_spent_Large_value_payments,403.7543426605964
February,45,Writer,35032.66,2853.388333333334,10,6,33,7,"Credit-Builder Loan, Student Loan, Personal Loan, Mortgage Loan, Payday Loan, Payday Loan, and Student Loan",48,15.0,4.52,10.0,Bad,1789.0,29.05480067244741,131.0,Yes,150.5000972995266,114.0759642505615,High_spent_Medium_value_payments,270.76277178324534
January,41,Manager,62825.9,5404.491666666667,6,6,3,0,,14,18.0,,1.0,Good,163.32,41.27795950127568,387.0,No,0.0,103.23060559601916,High_spent_Medium_value_payments,687.2185610706474
August,20,_______,62152.59,5188.3825,8,4,12,2,"Credit-Builder Loan, and Credit-Builder Loan",11,20.0,2.75,8.0,Standard,874.6,34.93889141690672,348.0,Yes,99.34693587581953,321.52742476808135,Low_spent_Small_value_payments,387.9638893560992
July,55,Teacher,114929.01,9469.4175,2,3,2,3,"Personal Loan, Debt Consolidation Loan, and Payday Loan",10,-3.0,3.08,6.0,Good,742.14,27.288022070122548,320.0,NM,206.8748299613925,322.4090028166348,High_spent_Medium_value_payments,667.6579172219726
May,50,Accountant,61683.18,,4,3,3,4,"Credit-Builder Loan, Student Loan, Auto Loan, and Credit-Builder Loan",10,4.0,8.29,3.0,Good,629.16,34.66385780023918,,No,128.38435686590014,101.89310064615525,High_spent_Medium_value_payments,513.8490424879446
August,33,Media_Manager,18231.52,1448.293333333333,6,1375,15,9,"Student Loan, Auto Loan, Student Loan, Debt Consolidation Loan, Not Specified, Payday Loan, Auto Loan, Auto Loan, and Payday Loan",35,17.0,1.83,7.0,_,1358.96,34.00302836545173,185.0,Yes,86.60864700923113,102.26056639522304,Low_spent_Small_value_payments,245.96011992887915
August,29,Media_Manager,78066.48,,8,9,20,-100,"Home Equity Loan, Auto Loan, Payday Loan, and Personal Loan",39,11.0,18.2,9.0,Standard,1703.06,24.192595562535423,207.0,Yes,132.91117502311965,166.7915547492329,High_spent_Medium_value_payments,617.6512702276475
April,53,Accountant,24041.97,2276.4975000000004,6,7,17,1,Credit-Builder Loan,20,21.0,13.03,3.0,Standard,655.52,28.326001562982658,317.0,NM,18.43773654650209,296.0096379063719,!@9#%8,203.20237554712605
July,45,Journalist,7807.285,606.6070833333333,4,6,4249,2,"Debt Consolidation Loan, and Debt Consolidation Loan",18,1691.0,20.31,4.0,Standard,692.63,36.847291987372365,83.0,NM,7.771075085382389,34.14008318482601,Low_spent_Small_value_payments,308.7495500631249
April,41,Media_Manager,29968.56,2698.38,5,5,6,1,Mortgage Loan,10,12.0,10.04,4.0,Good,1022.13,30.90246938678521,208.0,No,21.03313243477011,110.361532759307,Low_spent_Medium_value_payments,418.44333480592286
February,36,Developer,25621.01,1837.0841666666663,3,7,3,2,"Home Equity Loan, and Payday Loan",17,9.0,1.37,2.0,_,1336.73,35.714148801684686,368.0,No,26.74670147298544,181.40483952452252,Low_spent_Small_value_payments,265.55687566915867
May,43,Teacher,27794.43,2263.2025,7,3,9,2,"Student Loan, and Personal Loan",24,11.0,10.25,5.0,Standard,371.41,33.174923773627874,138.0,Yes,34.90342962540822,29.05915825402772,High_spent_Large_value_payments,402.357662120564
March,24,Journalist,7912.495,521.3745833333334,9,8,29,6,"Home Equity Loan, Debt Consolidation Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, and Credit-Builder Loan",47,19.0,7.69,11.0,Standard,1494.52,24.813951743214464,,Yes,38.29340911574272,32.347970832394445,!@9#%8,271.4960783851962
June,33,Doctor,31323.88,2438.3233333333333,10,5,16,7,"Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, Personal Loan, Auto Loan, Credit-Builder Loan, and Not Specified",58,19.0,1.69,14.0,Bad,1620.94,29.93870312172205,156.0,Yes,135.03588807827288,160.44463548900524,Low_spent_Small_value_payments,238.3518097660552
June,15,Journalist,28730.26,2333.188333333333,7,6,10,3,"Mortgage Loan, Credit-Builder Loan, and Home Equity Loan",24,16.0,12.829999999999998,,Standard,37.2,29.07816160406025,388.0,Yes,54.03705812868238,49.76089252249962,High_spent_Large_value_payments,369.52088268215135
February,22,Entrepreneur,93293.13,7807.427500000002,4,5,2,4,"Mortgage Loan, Auto Loan, Debt Consolidation Loan, and Auto Loan",12,10.0,6.27,4.0,Good,1448.6,38.36269702742947,294.0,No,156.21239915726213,,!@9#%8,628.4679830177753
February,21,Teacher,34334.9,2999.241666666667,5,6,8,3,"Debt Consolidation Loan, Auto Loan, and Student Loan",3,-1.0,11.58,1.0,_,1094.04,34.684131905439834,318.0,No,74.34709939528702,305.79900938753065,Low_spent_Small_value_payments,209.7780578838491
February,27,Architect,39255.54,3546.295,4,3,6,2,"Not Specified, and Payday Loan",8,2.0,4.14,0.0,Good,536.03,26.564522300523358,398.0,No,46.034586059721526,411.74474588952586,Low_spent_Small_value_payments,186.85016805075264
August,55,Manager,105667.62,8668.635,7,3,15,4,"Mortgage Loan, Debt Consolidation Loan, Mortgage Loan, and Credit-Builder Loan",27,12.0,6.87,876.0,Standard,511.96,33.91542578252458,318.0,No,318.5010526317579,178.41582035123398,High_spent_Large_value_payments,609.9466270170083
January,29,Architect,101453.49,8620.4575,3,7,20,4,"Debt Consolidation Loan, Auto Loan, Not Specified, and Debt Consolidation Loan",9,15.0,1.18,3.0,_,769.18,29.371680111003982,361.0,NM,232.58751284048583,257.1762087935644,Low_spent_Medium_value_payments,652.2820283659498
March,54,Architect,18140.575,1764.7145833333334,1,4,5,1,Mortgage Loan,13,11.0,2.09,2315.0,_,850.7,30.23293271571309,199.0,NM,7.954928158129438,177.25817824035224,Low_spent_Small_value_payments,281.2583519348517
March,24,Entrepreneur,65844.86,5363.071666666667,7,4,10,7,"Home Equity Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, and Not Specified",15,14.0,8.23,8.0,Standard,1460.73,36.52267840807404,229.0,Yes,199.63576314826025,187.0733288318231,High_spent_Medium_value_payments,399.5980746865834
April,18,Mechanic,59703.75,,7,9,17,9,"Student Loan, Personal Loan, Not Specified, Auto Loan, Payday Loan, Personal Loan, Payday Loan, Student Loan, and Not Specified",48,15.0,24.56,8.0,Bad,4254.78,35.52887183857368,38.0,Yes,410.249479600694,478.8235140164253,Low_spent_Small_value_payments,
April,45,Entrepreneur,65793.66,,6,3,11,4,"Personal Loan, Auto Loan, Debt Consolidation Loan, and Student Loan",22,19.0,15.53,5.0,Standard,1494.35,39.51538279510615,146.0,Yes,113.275762414721,110.38515363984786,High_spent_Medium_value_payments,588.0195839454312
July,37,Architect,17919.005,1464.250416666667,1,5,8,0,,5,4.0,8.44,4.0,_,69.03,35.62591250069249,237.0,No,0.0,57.35235974742557,High_spent_Medium_value_payments,339.0726819192411
July,38,Mechanic,7895.62,,6,6,28,6,"Personal Loan, Student Loan, Auto Loan, Mortgage Loan, Auto Loan, and Personal Loan",19,18.0,21.42,6.0,Bad,4717.53,24.09390384426545,26.0,Yes,22.96367768436019,67.73442691561388,Low_spent_Medium_value_payments,272.7987287333593
February,34,Doctor,47984.19,3718.6825,8,6,26,-100,"Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Personal Loan",39,15.0,1.27,12.0,Bad,1476.27,39.002676130714825,,NM,195.25539229304,67.55934786332587,!@9#%8,369.0535098436343
June,44,Accountant,7755.295,590.2745833333332,6,5,24,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Student Loan",57,12.0,16.35,15.0,Standard,2165.25,31.637485529403985,75.0,NM,21.778277536180298,23.222371894192783,Low_spent_Large_value_payments,284.0268089029602
July,43,Musician,53387.88,4437.99,5,5,5,1,Student Loan,25,14.0,13.39,,Standard,1106.86,26.623905186799806,137.0,NM,23.027246700563413,344.12027735955627,Low_spent_Large_value_payments,346.6514759398803
July,28,Manager,30883.32,2311.61,6,5,8,3,"Mortgage Loan, Not Specified, and Debt Consolidation Loan",15,10.0,9.24,9.0,Standard,1891.76,36.885888093158,,Yes,50.14969838870782,309.2470030450747,Low_spent_Small_value_payments,161.76429856621755
June,20,_______,88295.34,7224.945,5,2,10,0,,4,2.0,1.4,1.0,Good,723.63,26.93411001081269,362.0,No,15916.0,477.3052339677912,Low_spent_Large_value_payments,515.1892660322088
March,15,_______,58306.26,4750.855,6,5,25,3,"Credit-Builder Loan, Auto Loan, and Mortgage Loan",25,10.0,9.49,11.0,Standard,1628.95,37.69315891872368,181.0,Yes,101.06947495354628,618.1576997232472,Low_spent_Small_value_payments,45.85832532320649
January,42,Engineer,17908.15,1748.3458333333335,4,4,16,7,"Auto Loan, Auto Loan, Debt Consolidation Loan, Personal Loan, Home Equity Loan, Student Loan, and Credit-Builder Loan",10,,13.86,5.0,Standard,755.6,33.00644461284878,113.0,Yes,61.58979336251856,10000.0,High_spent_Small_value_payments,282.31296449789033
March,24,Journalist,30555.87,2776.3225,2,6,11,0,,4,15.0,7.33,1.0,Good,418.79,32.32349969820549,269.0,No,0.0,275.0340906175636,Low_spent_Small_value_payments,292.5981593824364
March,37,Media_Manager,30111.3,2743.275,7,5,15,9,"Auto Loan, Mortgage Loan, Personal Loan, Not Specified, Mortgage Loan, Mortgage Loan, Not Specified, Mortgage Loan, and Student Loan",53,19.0,6.31,14.0,Bad,3075.29,35.488141745658886,49.0,Yes,140.83662592940402,197.43042855700145,Low_spent_Medium_value_payments,216.06044551359452
July,47,Media_Manager,16319.375,1518.947916666667,7,3,1,2,"Payday Loan, and Payday Loan",16,16.0,8.67,9.0,Standard,1275.32,37.90549225772365,284.0,No,16.291128824626224,47.97252124226088,High_spent_Small_value_payments,347.63114159977965
June,26,Writer,50295.36,3893.28,7,6,20,0,,17,12.0,8.12,9.0,Standard,527.85,27.45405766205431,216.0,Yes,0.0,44.30515306275437,High_spent_Medium_value_payments,595.0228469372456
January,44,Doctor,73439.26,6144.938333333333,8,7,6,4,"Debt Consolidation Loan, Auto Loan, Auto Loan, and Auto Loan",8,20.0,10.71,,Standard,613.92,32.304230527274804,212.0,No,186.38117842734684,61.69331737224176,High_spent_Large_value_payments,606.4193375337447
August,45,Manager,12821.845,840.4870833333333,7,6,17,1,Credit-Builder Loan,16,19.0,5.76,3.0,_,1475.23,36.089705077883856,221.0,No,10.21149374035067,56.73240083543016,Low_spent_Medium_value_payments,297.1048137575525
June,29,Scientist,14638.38,,415,5,8,3,"Debt Consolidation Loan, Home Equity Loan, and Not Specified",29,14.0,8.4,7.0,Good,424.65,37.62776364642767,,No,27.783186545798788,118.61221383789348,Low_spent_Small_value_payments,273.19109961630767
February,26,Engineer,15135.3,,9,7,18,9,"Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Auto Loan, Auto Loan, Home Equity Loan, and Personal Loan",19,20.0,21.06,11.0,Bad,3668.84,33.061694377970426,82.0,Yes,74.6184139021959,73.18943026356962,Low_spent_Large_value_payments,248.61965583423444
January,39,Teacher,15707.85,,4,4,13,1,Mortgage Loan,16,10.0,7.59,8.0,Standard,1382.26,33.73718252711224,91.0,Yes,10.811389639578648,66.21064595701783,Low_spent_Small_value_payments,317.8767144034035
January,38,Architect,13050.62,1090.5516666666667,7,7,20,2,"Personal Loan, and Student Loan",19,22.0,19.98,3.0,Standard,1005.81,31.34211943995205,230.0,Yes,11.092094272894569,85.49920965381503,Low_spent_Large_value_payments,282.4638627399571
June,27,Musician,39593.77,3308.480833333333,2,1,5,4,"Auto Loan, Auto Loan, Payday Loan, and Credit-Builder Loan",8,9.0,4.27,4.0,Good,1460.41,24.91417396247169,345.0,No,78.73686094293899,31.64173324673289,High_spent_Large_value_payments,460.46948914366135
